question,docs
Sinh viên cần chuẩn bị những giấy tờ gì để làm thủ tục đăng ký tạm trú sau khi nhập học?,"Hồ sơ đăng ký tạm trú
Cập nhật: 04:16 13/09/2021
Sau khi nhập học, nếu sinh viên tạm trú tại ký túc xá hoặc nơi ở mới cần chuẩn bị các giấy tờ sau để làm thủ tục đăng ký tạm trú tại nơi cư trú (quy trình đăng ký tạm trú thực hiện theo hướng dẫn của Công an Xác/ phường nơi sinh viên đăng ký tạm trú):
1. Bản photocopy Giấy báo trúng tuyển đại học;
2. Tờ khai thay đổi thông tin cư trú để đăng ký tạm trú tại nơi ở mới (mẫu CT01 ban hành theo Thông tư số 55/2021/TT-BCA, ngày 15/5/2021 lấy TẠI ĐÂY);
3. Bản photocopy Thẻ CCCD hoặc CMND (mang theo bản chính để so sánh);
4. Ảnh thẻ 3x4: 02 ảnh chụp trên nền xanh, mặc áo sáng mầu có cổ.
Các bạn đọc thêm cách khai báo thủ tục tạm vắng/tạm trú trên Cổng dịch vụ công Quốc gia:
Hướng dẫn thủ thục Khai báo tạm vắng tại đây;
Hướng dẫn thủ tục Khai báo tạm trú tại đây (với sinh viên ở KTX sẽ không cần thực hiện bước này, Ban quản lý KTX sẽ hỗ trợ bạn thủ tục này)."
Vị trí R&D Engineer tại Bắc Ninh yêu cầu những chuyên ngành nào?,"R&D Engineer
Mức lương:
15-20 Triệu
Nơi làm việc:
Bắc Ninh
Số lượng:
10
Thông tin tuyển dụng
Kinh nghiệm:
2-3 năm
Bằng cấp:
Kỹ sư
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Kỹ thuật cơ khíKỹ thuật cơ điện tửKỹ thuật điều khiển và tự động hóaKỹ thuật điện - điện tửKỹ thuật hóa học
Thông tin liên hệ
Đại diện:
Địa chỉ:
Lô CN5B, Khu CN Yên Phong IIC, Xã Đông Tiến, Huyện Yên Phong, Tỉnh Bắc Ninh
Mô tả công việc
New Product Introduction (NPI) of System in Package (SiP) products
Design review for manufacturing (DFM), technical risk assessment (TRA) and assembly process flow suggestion for new products from customers
Development of new technologies required for NPI – including process, material, system
Trouble shooting for technical or quality problems during NPI procedure
Direct collaborations and frequent communications with customer counterparts
Close collaboration with factory teams for seamless transition from NPI to mass production
Quyền lợi được hưởng
1.Salary: Negotiate
2.Start working time: Negotiate
3.Shuttle Bus: From Ha Noi, Bac Ninh, Bac Giang, Thai Nguyen
4.Free Lunch at Canteen
5.Laptop
6. Bonus: 13th salary, KPI bonus
Yêu cầu công việc
Required (Fresher)
Bachelor’s or master’s degree in material, mechanical, chemical, electrical engineering or equivalent
Intermediate or higher level of English communication skill
Intermediate or higher level of utilization ability for Microsoft Outlook, Excel, PowerPoint, Word
No barrier to working abroad for a long time in South Korea or the other Amkor World Wide sites
Preferred (Experienced)
Work experience in Semiconductor package product development with customers
Work experience in assembly process for System in Package (SiP)
Knowledge and skills on statistical data analysis and design of experiments (JMP)
Intermediate or higher level of skill of development project management
Intermediate or higher level of utilization ability for AutoCAD
Yêu cầu hồ sơ
Ứng viên quan tâm gửi CV (tiếng Anh) về địa chỉ mail: ATV.Recruiting@amkor.com
Ứng tuyển ngay"
Mô tả công việc của một Điều phối viên Tàu (Ship Coordinator) bao gồm những nhiệm vụ gì?,"Ship Coordinator
Mức lương:
Trên 30 Triệu
Nơi làm việc:
Hải Phòng
Hạn nộp:
28/02/2025
Số lượng:
2
Thông tin tuyển dụng
Kinh nghiệm:
4-5 năm
Bằng cấp:
Kỹ sư
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Kỹ thuật tàu thủyQuản lý công nghiệp
Thông tin liên hệ
Đại diện:
Trần Đức Vượng
Địa chỉ:
Hoàng Động - Thủy Nguyên - Hải Phòng
Mô tả công việc
Key accountabilities 
As a Ship Coordinator, your tasks are the following: 
Receive the production plan from the production support department and transfers this plan to coordinated activities on board by the various workshops with the objective to deliver the vessel in time as per planning.
Monitor production progress on board.
Coordinate production activities of workshops, avoiding contrary activities and as such is managing the efficiency on board.
Solve the difficulties to ensure quality of the products within his competence.
Confirms the working hours consumed by the workshops.
Manage the resources on board based on Shop Order requirements.
Has an advisory role to the foremen of the workshops in order to control the working times on board. Nevertheless the ship coordinator is granted the authority to control working hours of workers actively in reference to his task of managing the efficiency on board.    
Coordinate and prepare the relevant works related to commissioning, in order to complete all systems on board in time for sea trials.
Coordinate and prepare the vessel for delivery and provide assistance to the delivery crew as required.
Preparation the ship for sea trials as well as managing resources during trials.
Apply the 5S philosophy on board.
Has knowledge of the Damen quality standards, procedures and practical execution on board.
Takes initiative in providing feed-back on the quality of design and materials used.
Takes initiative in providing proposals in order to improve the efficiency.
Provides feed-back in time to the project manager and or outfitting manager in respect to risks observed in relation to progress, hours consumed, quality.
Is actively involved in actions that will increase the safety on board and surrounding areas.
Check status, take relevant actions in order to close shop order in time.  
Quyền lợi được hưởng
What we offer 
Here at Damen, we realize supporting and managing many talented individuals is of great essence. We understand that the key to success is to find the right person for the right job. That’s why we continually invest in your development. Damen offers you: 
a dynamic international working environment focusing on technology and innovation; 
a competitive salary; 
holiday bonus, Tet bonus, quarter bonus; 
monthly fuel allowance; 
24/7 insurance + health insurance for employee and spouse 
social insurance 
business trip allowance (if any); 
continuous focus on professional and personal development through training programs. 
Yêu cầu công việc
Skills & experience 
To be successful in this role you bring: 
Education: Bachelor degree in shipbuilding, electrical marine engineering, marine engineering
Experience: 4-5 years of relevant works experience
Yêu cầu hồ sơ
Ứng tuyển ngay"
Câu hỏi:  Những quyền lợi nào được đề cập trong thông tin tuyển dụng Kỹ sư phòng kỹ thuật Công đoạn?,"Kỹ sư phòng kỹ thuật Công đoạn - PE Engineer
Mức lương:
15-20 Triệu
Nơi làm việc:
Hà Nội
Hạn nộp:
30/11/2025
Số lượng:
10
Thông tin tuyển dụng
Kinh nghiệm:
Không yêu cầu
Bằng cấp:
Cử nhân
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Kỹ thuật cơ điện tửKỹ thuật nhiệtKỹ thuật điện - điện tửKỹ thuật hóa họcKỹ thuật vật liệuVật lý kỹ thuật
Thông tin liên hệ
Đại diện:
Ms.Linh
Địa chỉ:
Lô C6, KCN Thăng Long, Đông Anh, Hà Nội
Mô tả công việc
- Chịu trách nhiệm về các vấn đề kỹ thuật công đoạn
- Lập điều kiện sản xuất cho các công đoạn tạo mạch, in, đục lỗ trên bảng mạch, …
- Làm các báo cáo về cải thiện, nâng cao, đánh giá chất lượng ở các công đoạn.
- Điều tra, tổng hợp và làm báo cáo về các vấn đề phát sinh lỗi,
- Đánh giá nguyên vật liệu để giảm thiểu các chi phí khi sản xuất.
Quyền lợi được hưởng
+ Hưởng đầy đủ các chế độ của người lao động theo quy định của Luật lao động Việt Nam (Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp)
+ Suất ăn tại nhà ăn công ty, cấp phát đồng phục định kỳ.
+ Xe đưa đón theo chính sách của công ty.
+ Lương: Mức cạnh tranh
+ Tháng lương thứ 13, thưởng thâm niên, thưởng đặc biệt,...
+ Du lịch hàng năm, các hoạt động: đá bóng, giải chạy, tiệc cuối năm,....
Yêu cầu công việc
+ Tốt nghiệp đai học chuyên ngành Điện, Điện tử; Cơ khí; Hóa học và chuyên ngành khác có liên quan
+ Ưu tiên ứng viên có kinh nghiệm về Kỹ thuật trong các công đoạn như Mạ, In, Checker, Printing,….
+ Tiếng Anh giao tiếp
+ Sử dụng tốt tin học văn phòng.
+ Nhiệt tình và có khả năng làm việc dưới áp lực.
+ Sẵn sàng làm thêm giờ khi được yêu cầu.
+ Chỉ chấp nhận CV ứng tuyển bằng tiếng anh
Yêu cầu hồ sơ
Bản photo bằng Tốt nghiệp Đại học hoặc bảng điểm có xác nhận của trường (với ứng viên chưa có bằng tốt nghiệp).
Các chứng chỉ liên quan (Nếu có)
Bản CV cá nhân – Tiếng Anh hoặc tiếng Nhật (Bắt buộc)
Ứng tuyển ngay"
"Câu hỏi:  Theo thông tin tuyển dụng, những quyền lợi nào mà nhân viên được hưởng khi làm việc tại công ty?","Nhân viên cơ khí
Mức lương:
10-12 Triệu
Nơi làm việc:
Phú Nhi- Thanh Lâm - Mê Linh- Hà Nội
Số lượng:
1
Thông tin tuyển dụng
Kinh nghiệm:
Dưới 1 năm
Bằng cấp:
Cử nhân
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Kỹ thuật cơ khíKỹ thuật điều khiển và tự động hóaKỹ thuật cơ điện tử
Thông tin liên hệ
Đại diện:
Ms.Hằng- Nhân sự
Địa chỉ:
Thôn Phú Nhi- Xã Thanh Lâm- Huyện Mê Linh- Hà Nội
Mô tả công việc
1- Bảo trì: Lên kế hoạch sủa chữa , bảo trì bảo dưỡng .... phát hiện sớm những trường hợp bất thường và đưa ra đối sách.
2- Am hiểu về AUTO CAD , MACHINE SPEC Cải tiến về thiết bị nhằm giảm thiểu thời gian dừng sản xuất và giảm thiểu các sản phẩm phế. Hỗ trợ triển khai và lắp đặt các hệ thống trong nhà máy.
3- Phát triển: Thiết kế, xử lý và lắp đặt máy mới.
4- Thực hiện các công việc khác theo yêu cầu của Trưởng phòng và giám đốc Phòng .
5 - Đọc thông thạo các bản vẽ kỹ thuật
Quyền lợi được hưởng
* Thưởng:
- Thưởng cuối năm (> 2 tháng)
- Thưởng và phúc lợi vào các ngày lễ, Tết, Tang lễ, kết hôn, sinh con
* Chế độ chăm sóc sức khỏe:
- Tham gia đầy đủ chế độ bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo Bộ luật Lao động Việt Nam
- Được hưởng chế độ khám sức khỏe định kỳ hàng năm tại công ty
* Khác:
- Có xe đưa đón hằng ngày từ trung tâm thành phố Hà Nội
- Có cơ hội tham gia các chương trình đào tạo trong và ngoài nước
- Được hưởng chế độ du lịch hè hàng năm, tiệc cuối năm, các hoạt động thể thao, văn hóa.
- Được hưởng nhiều ngày nghỉ hơn so với quy định của pháp luật
Yêu cầu công việc
- Nam, tuổi dưới 35
- Tốt nghiệp đại học: chuyên ngành cơ điện , chế tạo máy .
- Có kinh nghiệm bảo dưỡng , sửa chữa máy
- Có kiến thức về lắp đặt , setup máy
- Có thể đọc và hiểu các tài liệu kỹ thuật
- Có kiến thức vận hành máy công cụ ( tiện , phay , khoan ... )
- Sẵn sàng làm việc vào các ngày nghỉ và đi công tác trong nước cũng như nước ngoài
- Ưu tiên ứng viên giao tiếp được bằng tiếng Anh hoặc tiếng Nhật
- Cơ khí chế tạo: có thể đọc các bản vẽ của máy và sử dụng thành thạo Auto-Cad.
- Điện: Hiểu các biểu tượng về điện, chương trình trình tự, đọc được các bản vẽ về cao áp và hạ áp
Yêu cầu hồ sơ
CV xin việc bằng tiếng anh
Ứng tuyển ngay"
Công việc của Kỹ sư Nghiên cứu Phát triển Vật liệu Cao su Chống rung cho Ô tô bao gồm những nhiệm vụ nào?,"KỸ SƯ NGHIÊN CỨU PHÁT TRIỂN VẬT LIỆU CAO SU CHỐNG RUNG CHO Ô TÔ
Mức lương:
10-12 Triệu
Nơi làm việc:
Hải Phòng
Hạn nộp:
31/07/2025
Số lượng:
2
Thông tin tuyển dụng
Kinh nghiệm:
Không yêu cầu
Bằng cấp:
Kỹ sư
Làm việc:
Toàn thời gian cố định
Vị trí:
KỸ SƯ NGHIÊN CỨU PHÁT TRIỂN VẬT LIỆU CAO SU CHỐNG RUNG CHO Ô TÔ
Chuyên ngành:
Kỹ thuật hóa học
Thông tin liên hệ
Đại diện:
Ms Ngan
Địa chỉ:
Số 2, đường số 9, Khu đô thị, công nghiệp và dịch vụ VSIP Hải Phòng, thuộc Khu Kinh tế Đình Vũ-Cát Hải, Xã Thủy Triều, Huyện Thủy Nguyên, Thành phố Hải Phòng, Việt Nam.
Mô tả công việc
① Phát triển vật liệu cao su
② Phát triển các vật liệu dùng cho sản phẩm chống rung của công ty (cao su và các vật liệu khác ...)
③ Phát triển kỹ thuật liên kết cao su vơi các vật liệu kim loại, nylon
④ Phát triển kỹ thuật gia công vật liệu cao su
⑤ Phân tích hóa học, đo các đặc tính cơ học của cao su...
Quyền lợi được hưởng
* Cơ hội công việc:
- Thường xuyên được tham gia các buổi đào tạo của Công ty và bộ phận, qua đó nâng cao được kiến thức và kỹ năng công việc của bản thân
- Có cơ hội sử dụng các phần mềm và thiết bị hiện đại.
- Thông qua mối liên hệ với các cơ sở trên toàn cầu của Công ty và công tác nước ngoài có thể mở rộng hiểu biết ra thế giới
* Lợi ích và các chế độ phúc lợi xã hội:
- Được tham gia BHXH, BHYT, BHTN, bảo hiểm 24/7 và các chế độ khác theo luật định
- Thời gian làm việc: Từ 8:00-17:00, nghỉ 03 thứ Bảy & các Chủ nhật trong tháng, nghỉ lễ Tết theo quy định Luật Lao động
- Có phụ cấp đi lại (600,000VNĐ/tháng)/ xe công ty đưa đón, ăn trưa tại Công ty
- Tổ chức tiệc sinh nhật, Free Lunch hằng tháng, thường xuyên tổ chức các hoạt động giao lưu cho nhân viên
- Du lịch hằng năm, thưởng 2 lần/năm
Yêu cầu công việc
① Tốt nghiệp đại học ngành Polyme, hóa học , hoặc các đại học có chuyên nghành tương đương, điểm trung bình tốt nghiệp từ 2.8 trở lên. 
② Người yêu thích công việc phát triển các sản phẩm cao su, kỹ thuật ép phun cao su. Yêu thích các kỹ thuật gia công cao su (trộn, xé, lưu hóa, Injection...)
③ Có kiến thức về các vật liệu cao phân tử như cao su, chất dẻo...
④ Có kỹ năng phân tích hóa học và đo đặc tính cơ học của vật liệu
⑤ Sử dụng thành thạo tin học văn phòng như EXCEL, POWER POINT ...
⑥ Có thể giao tiếp bằng tiếng Anh hoặc tiếng Nhật (sơ cấp)
Yêu cầu hồ sơ
① CV Tiếng Anh hoặc tiếng Nhật (có ảnh trong CV)
② Bằng tốt nghiệp Đại học hoặc Giấy chứng nhận tốt nghiệp Đại học (đối với ứng viên mới tốt nghiệp)
③ Bảng kết quả học tập
④ Chứng chỉ tin học, ngoại ngữ
Ứng tuyển ngay"
"Theo thông tin tuyển dụng, vị trí Kỹ sư Quản lý Chất lượng có mức lương bao nhiêu và yêu cầu kinh nghiệm như thế nào?","Kỹ Sư Quản Lý Chất Lượng
Mức lương:
10-12 Triệu
Nơi làm việc:
Hà Nội
Số lượng:
5
Thông tin tuyển dụng
Kinh nghiệm:
Không yêu cầu
Bằng cấp:
Kỹ sư
Làm việc:
Toàn thời gian cố định
Vị trí:
Kỹ Sư Quản Lý Chất Lượng
Chuyên ngành:
Kỹ thuật cơ khíKỹ thuật điều khiển và tự động hóaKỹ thuật cơ điện tửKỹ thuật điện - điện tử
Thông tin liên hệ
Đại diện:
Ms Hong
Địa chỉ:
Lô 7A, Khu Công Nghiệp Nội Bài, xã Quang Tiến, huyện Sóc Sơn, TP Hà Nội
Mô tả công việc
Do nhu cầu mở rộng sản xuất, chúng tôi đang cần tuyển các vị trí Kỹ Sư Quản Lý Chất Lượng làm việc tại Công ty.
Địa chỉ làm việc: Lô 7A, Khu Công Nghiệp Nội Bài, xã Quang Tiến, huyện Sóc Sơn, TP Hà Nội
Mô tả công việc như sau:
Quản lý chất lượng sản phẩm
Phân tích và điều tra các vấn đề gây hàng lỗi
Đối ứng khách hàng
Quyền lợi được hưởng
LÀM VIỆC 5 NGÀY/ TUẦN (THỨ 2 ĐẾN THỨ 6)
Được hưởng mức lượng cạnh tranh theo năng lực
Được đóng BHXH, BHYT và BHTN theo đúng luật định
Được cung cấp một bữa ăn miễn phí
Được công ty đóng bảo hiểm tai nạn 24/24h từ khi bắt đầu làm việc tại công ty
Được đào tạo tùy theo chức vụ
Cơ hội làm việc trong môi trường chuyên nghiệp và năng động
Yêu cầu công việc
Tốt nghiệp Đại Học, Cao Đẳng
Chuyên nghành: Cơ khí, tự động hóa, kỹ thuật (CNC)
Có thể giao tiếp Tiếng Anh là một lợi thế
Chăm chỉ, năng động, sáng tạo
Yêu cầu hồ sơ
Những ứng viên đáp ứng đủ những tiêu chuẩn trên, xin vui lòng gửi:
CV Tiếng Anh hoặc Tiếng Việt (Đính kèm ảnh thẻ, kích cỡ 4x6 cm ) bản mềm định dạng word hoặc PDF
Các chứng chỉ và bằng cấp đã đạt được (nếu có)
Ứng tuyển ngay"
Công việc của vị trí Kỹ sư PE bao gồm những nhiệm vụ cụ thể nào?,"Kỹ sư PE
Mức lương:
Theo thỏa thuận
Nơi làm việc:
Hải Phòng
Số lượng:
3
Thông tin tuyển dụng
Kinh nghiệm:
Không yêu cầu
Bằng cấp:
Cử nhân
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Kỹ thuật cơ khíKỹ thuật cơ điện tửKỹ thuật điện - điện tửKỹ thuật điều khiển và tự động hóa
Thông tin liên hệ
Đại diện:
Phòng nhân sự
Địa chỉ:
Khu công nghiệp An Dương, Xã Hồng Phong, Huyện An Dương, Thành phố Hải Phòng,Việt Nam
Mô tả công việc
- Phụ trách đánh giá quy trình công nghệ những model mới và theo dõi sản xuất thử nghiệm, thao tác, thiết kế những công cụ test
- Xử lý lỗi tỉ lệ thông qua, các lỗi bất thường FQA, cải thiện nâng cao tỉ lệ test
- Tối ưu hóa lưu trình test đánh giá cấu trúc liên kết test mới, nâng cao hiệu suất chuyền sản xuất
- Thiết kế SOP liên quan tới chuyền test và những tài liệu công nghệ liên quan
- Phụ trách điều chỉnh, hiệu chuẩn, của các thiết bị test chạy thử phần mềm, và tiến hành quản lý đào tạo kỹ thuật viên
Quyền lợi được hưởng
- Sau khi tốt nghiệp, tham gia làm fulltime mức thu nhập sẽ điều chỉnh phù hợp với năng lực
- Đảm bảo một vị trí công việc tại công ty sau khi hoàn thành chương trình
- Được tham gia khóa đào tạo toàn diện, được thiết kế riêng cho từng người
Yêu cầu công việc
- Có tư duy logic tốt
- Tốt nghiệp các chuyên ngành điện tử, khoa học kỹ thuật
- Ưu tiên ứng viên biết tiếng Trung/Anh
- Kỹ năng chuyên môn sẽ được đào tạo tại công ty
Yêu cầu hồ sơ
Ứng tuyển ngay"
Công ty LG Innotek Việt Nam Hải Phòng cung cấp những quyền lợi gì cho thực tập sinh?,"Thực tập sinh kỹ thuật (không yêu cầu kinh nghiệm)
Mức lương:
7-10 Triệu
Nơi làm việc:
Hải Phòng
Số lượng:
100
Thông tin tuyển dụng
Kinh nghiệm:
Không yêu cầu
Bằng cấp:
Không có yêu cầu
Làm việc:
Toàn thời gian cố định
Vị trí:
Thực tập sinh
Chuyên ngành:
Điện tử viễn thôngCông nghệ thông tinKỹ thuật cơ khíKỹ thuật cơ điện tửKỹ thuật hàng khôngKỹ thuật nhiệtKỹ thuật điện - điện tửKỹ thuật điều khiển và tự động hóaKỹ thuật điện tử truyền thôngKỹ thuật máy tínhKỹ thuật vật liệuVật lý kỹ thuậtKỹ thuật hạt nhânQuản lý công nghiệp
Thông tin liên hệ
Đại diện:
Phạm Thanh Long
Địa chỉ:
Lô I4, KCN Tràng Duệ, Phường Hồng Phong, Quận An Dương, TP. Hải Phòng
Mô tả công việc
Thực tập tại các phòng ban của Công ty LG Innotek Việt Nam Hải Phòng.
Phòng Kĩ thuật sản xuất:
Là người trực tiếp làm việc với máy móc, cải thiện hiệu suất và quy trình sản xuất. Bảo trì và khắc phục sự cố, lập trình M/C, công việc khác sẽ được đào tạo khi vào làm tại công ty tùy theo tính chất của từng vị trí, công đoạn.
Phòng Phát triển sản phẩm mới:
Tiếp nhận công nghệ mới nhất để đưa sản phẩm mẫu vào triển khai, sản xuất hàng loạt. Nghiên cứu, cải tiến, phát triển tính năng của sản phẩm trong tương lai và nhiều công việc khác.
Phòng Quản lý sản xuất:
Quản lý KPI, năng suất sản xuất, kiểm soát quá trình sản xuất sản phẩm đạt được mục tiêu đề ra, và nhiều các công việc khác liên quan.
Phòng Quản lý chất lượng:
Quản lý chất lượng nguyên vật liệu, sản phẩm đầu ra và kiểm soát lỗi trong quá trình sản xuất, báo cáo đối ứng khách hàng, sử dụng công cụ chất lượng để đo lường (six sigma, 7 QC tools,..).
Quyền lợi được hưởng
- Top 100 Nơi làm việc tốt nhất Việt Nam 2022 & 2023, Top 7 trong lĩnh vực Điện tử - Công nghệ cao, Top 15 Doanh nghiệp có nguồn nhân lực hạnh phúc nhất tại Việt Nam
- Mức lương, trợ cấp hàng tháng hấp dẫn, có trợ cấp riêng dành cho sinh viên tốt nghiệp từ Đại học Bách Khoa Hà Nội
- Thời gian làm việc: Toàn thời gian từ thứ 2 đến thứ 6, nghỉ tất cả Thứ 7 – Chủ nhật
- Được cung cấp miễn phí laptop LG Gram trị giá 1500$ khi làm việc
- Xe bus đưa đón miễn phí tại Hải Phòng, Hải Dương, Thái Bình, Hà Nội (vào cuối tuần)
- Các bữa ăn miễn phí hàng ngày, thực đơn đặc biệt hàng tháng
- Cung cấp ký túc xá (miễn phí) cho nhân viên ở xa
- Chăm sóc sức khỏe toàn diện, chế độ bảo hiểm 24/7
- Tham gia các hoạt động Team building, đào tạo ngoại ngữ, đào tạo kỹ năng mềm, đào tạo tại nước ngoài… theo chương trình P.R.I.D.E
- Và rất nhiều quyền lợi hấp dẫn khác
Yêu cầu công việc
- Đã tốt nghiệp hoặc đang là sinh viên năm cuối các chuyên ngành Điện - điện tử, Cơ khí, Cơ điện tử, Tự động hóa, Điện tử viễn thông, Công nghệ thông tin, Vật lý kỹ thuật, Vật liệu, Kỹ thuật hóa học và chuyên ngành kỹ thuật khác…
- Kiên trì, chăm chỉ, trung thực, tự tin
- Thành thạo tin học văn phòng
- Có khả năng giao tiếp bằng Tiếng Anh (tương đương TOEIC 500+)
Yêu cầu hồ sơ
- CV cá nhân (viết bằng tiếng Anh)
Ứng tuyển ngay"
Vị trí tuyển dụng Kỹ sư quản lý sản xuất có mức lương bao nhiêu và yêu cầu kinh nghiệm như thế nào?,"Kỹ sư quản lý sản xuất
Mức lương:
12-15 Triệu
Nơi làm việc:
Hải Phòng
Số lượng:
5
Thông tin tuyển dụng
Kinh nghiệm:
Bằng cấp:
Kỹ sư
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Thông tin liên hệ
Đại diện:
Phạm Thanh Long
Địa chỉ:
Lô I4, KCN Tràng Duệ, Phường Hồng Phong, Quận An Dương, TP. Hải Phòng
Mô tả công việc
Quản lý KPI, năng suất sản xuất, kiểm soát quá trình sản xuất sản phẩm đạt được mục tiêu đề ra, và nhiều các công việc khác liên quan.
Quyền lợi được hưởng
- Top 100 Nơi làm việc tốt nhất Việt Nam 2022 & 2023, Top 7 trong lĩnh vực Điện tử - Công nghệ cao, Top 15 Doanh nghiệp có nguồn nhân lực hạnh phúc nhất tại Việt Nam
- Mức lương, trợ cấp hàng tháng hấp dẫn, có trợ cấp riêng dành cho sinh viên tốt nghiệp từ Đại học Bách Khoa Hà Nội
- Thời gian làm việc: Toàn thời gian từ thứ 2 đến thứ 6, nghỉ tất cả Thứ 7 – Chủ nhật
- Được cung cấp miễn phí laptop LG Gram trị giá 1500$ khi làm việc
- Xe bus đưa đón miễn phí tại Hải Phòng, Hải Dương, Thái Bình, Hà Nội (vào cuối tuần)
- Các bữa ăn miễn phí hàng ngày, thực đơn đặc biệt hàng tháng
- Cung cấp ký túc xá (miễn phí) cho nhân viên ở xa
- Chăm sóc sức khỏe toàn diện, chế độ bảo hiểm 24/7
- Tham gia các hoạt động Team building, đào tạo ngoại ngữ, đào tạo kỹ năng mềm, đào tạo tại nước ngoài… theo chương trình P.R.I.D.E
- Và rất nhiều quyền lợi hấp dẫn khác
Yêu cầu công việc
- Đã tốt nghiệp hoặc đang là sinh viên năm cuối các chuyên ngành Điện - điện tử, Cơ khí, Cơ điện tử, Tự động hóa, Điện tử viễn thông, Công nghệ thông tin, Vật lý kỹ thuật, Vật liệu, Kỹ thuật hóa học và chuyên ngành kỹ thuật khác…
- Kiên trì, chăm chỉ, trung thực, tự tin
- Thành thạo tin học văn phòng
- Có khả năng giao tiếp bằng Tiếng Anh (tương đương TOEIC 500+)
Yêu cầu hồ sơ
- CV cá nhân (viết bằng tiếng Anh)
Ứng tuyển ngay"
Công ty cung cấp những quyền lợi gì cho nhân viên?,"NHÂN VIÊN QUẢN LÝ SẢN XUẤT
Mức lương:
Theo thỏa thuận
Nơi làm việc:
Hải Dương
Số lượng:
1
Thông tin tuyển dụng
Kinh nghiệm:
Dưới 1 năm
Bằng cấp:
Cử nhân
Làm việc:
Toàn thời gian cố định
Vị trí:
Nhân viên
Chuyên ngành:
Quản lý công nghiệpKinh tế công nghiệpKỹ thuật cơ khíKỹ thuật cơ điện tửKỹ thuật điện - điện tửKỹ thuật điều khiển và tự động hóa
Thông tin liên hệ
Đại diện:
Vũ Thị Thùy
Địa chỉ:
Lô XN01-KCN Đại An, Tứ Minh, TP. Hải Dương, Hải Dương
Mô tả công việc
Human management: with DF, FM assigns to work on line help balance on line
Training: Make construction for training plan & implement training. Training obey about MAT team regulation to FM, DF, OP
Production & quality control: Work with control plan, work instruction & implement inspection. Review production plan & set up operation following plan. Management ERP data input (production output, scrap rate, line running analysis, manpower, part other usage).
Handle & control of scrap & rework part. Make report preventive/ corrective action. Control raw material to provide production.
Quyền lợi được hưởng
- Thường xuyên được đào tạo trong nước và tại công ty nâng cao trình độ (Tiếng Anh, tiếng Hàn, kỹ năng mềm, Kỹ thuật chuyên môn …), đặc biệt được đi nước ngoài tham gia đào tạo, nhận bàn giao dự án,... tại Hàn, Đức, Ý, Nhật,...
- Thưởng định kỳ (Tết và các ngày lễ) và thưởng đặc biệt tùy theo doanh thu hàng năm
- Nghỉ 12 ngày phép/năm và 6 ngày nghỉ công ty (trả nguyên lương)
- Các hoạt động phong trào tổ chức thường niên (Tiệc cuối năm, ngày hội gia đình, ngày hội thể thao, các giải thể thao, các hoạt động tình nguyện, từ thiện…)
- Xe đưa đón Hà Nội - Công ty; Hải Dương - Công ty
- Quà các dịp lễ tết (Tết âm, trung thu, 01/06, phụ nữ Việt Nam - Nam cũng có quà cho mẹ hoặc vợ…, sinh nhật bản thân, sinh nhật công ty)
- Du lịch hàng năm vào dịp hè
- Tiệc giao lưu các khối/ Office team building
- Sân bóng nhân tạo, phòng tập GYM, YOGA, AEROBIC (có trang bị nhà tắm) miễn phí cho CBCNV.
- Còn rất nhiều các chính sách khác mà công ty hiện tại áp dụng cao hơn so với luật Việt Nam hiện hành (các khu vực nghỉ ngơi cho CNV, Minimart, các hoạt động khuyến khích cải tiến, tính OT hơn % so với quy định của luật, hỗ trợ sinh con về chi phí, ngày nghỉ cho nam giới hơn luật,……)
Yêu cầu công việc
Male, Age 21-30
University Graduation
Good at computer skills
Fluently command of English
Yêu cầu hồ sơ
Ứng viên gửi CV tiếng Anh ứng tuyển đến địa chỉ email của Công ty hoặc liên hệ SĐT để biết thêm thông tin.
Địa chỉ: Lô XN01, KCN Đại An, phường Tứ Minh, TP Hải Dương, Hải Dương
Email: tuyendung_hyundai@hyundai-kefico.com
Máy bàn: 02203.555.990 (máy lẻ 1002)
HOTLINE: 0373.483.246
Ứng tuyển ngay"
